accenumb,campaign,thousand_kernel_weight
IG 121951,2014-2015,31
IG 121962,2014-2015,25.4
IG 121976,2014-2015,24
IG 121984,2014-2015,24.6
IG 121990,2014-2015,19.5
IG 121990,2014-2015,22.9
IG 121991,2014-2015,20.8
IG 122061,2014-2015,20.8
IG 122062,2014-2015,33.4
IG 122071,2014-2015,31.6
IG 122075,2014-2015,21.5
IG 122115,2014-2015,25.8
IG 122115,2014-2015,43.2
IG 122116,2014-2015,20.9
IG 122116,2014-2015,25.2
IG 122117,2014-2015,27.8
IG 122117,2014-2015,36.4
IG 122127,2014-2015,20.8
IG 122144,2014-2015,27.6
IG 122148,2014-2015,28.3
IG 122150,2014-2015,24
IG 122162,2014-2015,19.6
IG 122216,2014-2015,27.4
IG 122254,2014-2015,25.6
IG 122268,2014-2015,22.3
IG 122269,2014-2015,16.6
IG 122271,2014-2015,31.3
IG 122271,2014-2015,29.3
IG 122272,2014-2015,19.3
IG 122275,2014-2015,20.1
IG 122276,2014-2015,20.9
IG 122276,2014-2015,21.5
IG 122277,2014-2015,22.1
IG 122278,2014-2015,15.4
IG 122279,2014-2015,16.2
IG 122280,2014-2015,21.3
IG 122281,2014-2015,14.1
IG 122282,2014-2015,25.2
IG 122283,2014-2015,22.1
IG 122284,2014-2015,22.2
IG 122289,2014-2015,38
IG 122332,2014-2015,31
IG 122369,2014-2015,33.5
IG 122375,2014-2015,29.4
IG 122382,2014-2015,36.2
IG 122399,2014-2015,29.1
IG 122453,2014-2015,39.6
IG 122459,2014-2015,25.1
IG 122476,2014-2015,24.4
IG 122477,2014-2015,22.1
IG 122509,2014-2015,22
IG 122539,2014-2015,28.9
IG 122564,2014-2015,26.2
IG 122573,2014-2015,26.7
IG 122575,2014-2015,24.5
IG 122593,2014-2015,26.6
IG 122610,2014-2015,33.2
IG 122651,2014-2015,16.7
IG 122656,2014-2015,30
IG 122665,2014-2015,33.5
IG 122675,2014-2015,29.3
IG 122689,2014-2015,25.2
IG 122721,2014-2015,33.7
IG 122739,2014-2015,27.7
IG 122752,2014-2015,26
IG 122770,2014-2015,26.5
IG 122822,2014-2015,26.4
IG 122830,2014-2015,26.4
IG 122844,2014-2015,29.7
IG 122848,2014-2015,22
IG 122851,2014-2015,24.6
IG 122856,2014-2015,21.8
IG 122863,2014-2015,34.6
IG 123876,2014-2015,21
IG 123876,2014-2015,41.3
IG 123877,2014-2015,20.8
IG 123877,2014-2015,27.7
IG 123879,2014-2015,21.1
IG 123879,2014-2015,33
IG 123884,2014-2015,24.7
IG 123884,2014-2015,25.7
IG 123885,2014-2015,22.6
IG 123885,2014-2015,26.2
IG 123904,2014-2015,27.7
IG 123905,2014-2015,26.3
IG 123978,2014-2015,23.8
IG 123978,2014-2015,32
IG 124006,2014-2015,28.2
IG 124006,2014-2015,36.7
IG 124008,2014-2015,29
IG 124008,2014-2015,35.8
IG 124013,2014-2015,20.3
IG 124013,2014-2015,51
IG 124033,2014-2015,24.3
IG 124033,2014-2015,31.8
IG 124058,2014-2015,20.6
IG 124058,2014-2015,21.2
IG 126252,2014-2015,31.4
IG 126252,2014-2015,32.7
IG 126264,2014-2015,30.1
IG 126264,2014-2015,32.4
IG 126271,2014-2015,25
IG 126271,2014-2015,27
IG 126364,2014-2015,28.2
IG 126364,2014-2015,32.2
IG 126415,2014-2015,34.9
IG 126415,2014-2015,35
IG 127159,2014-2015,38.8
IG 127160,2014-2015,38.6
IG 127161,2014-2015,38.2
IG 127163,2014-2015,35.3
IG 127166,2014-2015,24.6
IG 127172,2014-2015,26.7
IG 127173,2014-2015,39.4
IG 127176,2014-2015,40.3
IG 127177,2014-2015,28
IG 127181,2014-2015,24.4
IG 127184,2014-2015,42
IG 127184,2014-2015,32.8
IG 127186,2014-2015,32.2
IG 127187,2014-2015,23.8
IG 127188,2014-2015,33.3
IG 127189,2014-2015,30.8
IG 127192,2014-2015,36.8
IG 127193,2014-2015,34.5
IG 127296,2014-2015,34.9
IG 127456,2014-2015,30.4
IG 127459,2014-2015,31
IG 127460,2014-2015,36.5
IG 127490,2014-2015,39
IG 127507,2014-2015,34.5
IG 127523,2014-2015,38
IG 127524,2014-2015,25.8
IG 127524,2014-2015,38.8
IG 127526,2014-2015,36.4
IG 127540,2014-2015,25.9
IG 127548,2014-2015,47
IG 127549,2014-2015,29.6
IG 127551,2014-2015,37
IG 127553,2014-2015,32.7
IG 127553,2014-2015,31.6
IG 127555,2014-2015,33.5
IG 127560,2014-2015,36
IG 127567,2014-2015,31.5
IG 127570,2014-2015,35.5
IG 127570,2014-2015,29.3
IG 127573,2014-2015,32.8
IG 127601,2014-2015,32.5
IG 127602,2014-2015,33
IG 127607,2014-2015,30
IG 127610,2014-2015,34.3
IG 127613,2014-2015,39.8
IG 127614,2014-2015,22.6
IG 127619,2014-2015,30.5
IG 127633,2014-2015,35.2
IG 127634,2014-2015,29.6
IG 127636,2014-2015,26.7
IG 127637,2014-2015,30.1
IG 127638,2014-2015,29.3
IG 127640,2014-2015,36.5
IG 127648,2014-2015,30
IG 127676,2014-2015,27.4
IG 127677,2014-2015,23
IG 127677,2014-2015,32.9
IG 127770,2014-2015,32.4
IG 127812,2014-2015,31.8
IG 127828,2014-2015,17.4
IG 127828,2014-2015,22.3
IG 127857,2014-2015,20.4
IG 127857,2014-2015,29.8
IG 127869,2014-2015,15.9
IG 127869,2014-2015,23.5
IG 127912,2014-2015,16
IG 127912,2014-2015,16.9
IG 130882,2014-2015,32.8
IG 130884,2014-2015,40
IG 130885,2014-2015,35.1
IG 130889,2014-2015,23.6
IG 130967,2014-2015,40.5
IG 130967,2014-2015,20.8
IG 130967,2014-2015,44.2
IG 130979,2014-2015,21.8
IG 130979,2014-2015,27.6
IG 130980,2014-2015,30.4
IG 130981,2014-2015,15.3
IG 130981,2014-2015,27.5
IG 130986,2014-2015,44.6
IG 130986,2014-2015,28.8
IG 130986,2014-2015,37
IG 130988,2014-2015,23
IG 130992,2014-2015,29.3
IG 130992,2014-2015,34.1
IG 130992,2014-2015,27.5
IG 130994,2014-2015,29.2
IG 130995,2014-2015,16.7
IG 130995,2014-2015,28.7
IG 131002,2014-2015,30.6
IG 131002,2014-2015,22.2
IG 131002,2014-2015,32.1
IG 131004,2014-2015,33.5
IG 131030,2014-2015,27.7
IG 131037,2014-2015,16.9
IG 131037,2014-2015,34
IG 131645,2014-2015,29
IG 131645,2014-2015,31.2
IG 131647,2014-2015,20.6
IG 131647,2014-2015,24
IG 132535,2014-2015,27.4
IG 132535,2014-2015,28.8
IG 134946,2014-2015,27.5
IG 134950,2014-2015,28
IG 135309,2014-2015,35
IG 135853,2014-2015,33.2
IG 138307,2014-2015,25.4
IG 138307,2014-2015,34.3
IG 138321,2014-2015,16.7
IG 138337,2014-2015,23.5
IG 138364,2014-2015,27.6
IG 138465,2014-2015,23.3
IG 138465,2014-2015,30.2
IG 138468,2014-2015,25.4
IG 138468,2014-2015,29.1
IG 138487,2014-2015,24.4
IG 138494,2014-2015,30.1
IG 138494,2014-2015,31.9
IG 138547,2014-2015,24.5
IG 138547,2014-2015,26.1
IG 138587,2014-2015,25.9
IG 138587,2014-2015,28.5
IG 138598,2014-2015,16
IG 138598,2014-2015,29
IG 138623,2014-2015,21.8
IG 138671,2014-2015,27.4
IG 138671,2014-2015,31.4
IG 138672,2014-2015,24
IG 138672,2014-2015,27.3
IG 138673,2014-2015,26
IG 138673,2014-2015,29.1
IG 138676,2014-2015,35.1
IG 138686,2014-2015,21.1
IG 138686,2014-2015,25.6
IG 138716,2014-2015,15.7
IG 138716,2014-2015,28.9
IG 138767,2014-2015,17.6
IG 138767,2014-2015,31.2
IG 138790,2014-2015,25
IG 138813,2014-2015,26.1
IG 138824,2014-2015,29.4
IG 138825,2014-2015,27
IG 138832,2014-2015,24.5
IG 138832,2014-2015,31.1
IG 138844,2014-2015,27.5
IG 138870,2014-2015,27.4
IG 138870,2014-2015,31.7
IG 138877,2014-2015,15.8
IG 138877,2014-2015,22.8
IG 138884,2014-2015,22.4
IG 138884,2014-2015,30
IG 138885,2014-2015,33.4
IG 138885,2014-2015,34.5
IG 138891,2014-2015,19.7
IG 138891,2014-2015,31.8
IG 138991,2014-2015,34.5
IG 138991,2014-2015,38.6
IG 138998,2014-2015,38.6
IG 139008,2014-2015,31.6
IG 139008,2014-2015,34.2
IG 139024,2014-2015,25.5
IG 139074,2014-2015,25.6
IG 139079,2014-2015,32.5
IG 139084,2014-2015,23.5
IG 139142,2014-2015,38.1
IG 139143,2014-2015,32.2
IG 139143,2014-2015,31.9
IG 139145,2014-2015,37.9
IG 139154,2014-2015,30.3
IG 139155,2014-2015,39
IG 139161,2014-2015,37
IG 139183,2014-2015,31.4
IG 139185,2014-2015,38.7
IG 139188,2014-2015,36.2
IG 139190,2014-2015,33
IG 139372,2014-2015,23.1
IG 139372,2014-2015,36.1
IG 139400,2014-2015,19.9
IG 139400,2014-2015,24.8
IG 139406,2014-2015,23.2
IG 139408,2014-2015,36.4
IG 139423,2014-2015,24.6
IG 139423,2014-2015,27.4
IG 139437,2014-2015,27.8
IG 139437,2014-2015,39.3
IG 139439,2014-2015,34.8
IG 139439,2014-2015,35.3
IG 139467,2014-2015,21.4
IG 139467,2014-2015,31.8
IG 139468,2014-2015,21.8
IG 139468,2014-2015,28.2
IG 139469,2014-2015,24.6
IG 139478,2014-2015,33.5
IG 139481,2014-2015,20.6
IG 139482,2014-2015,24.9
IG 139483,2014-2015,31.7
IG 139484,2014-2015,25.8
IG 139489,2014-2015,30.5
IG 139491,2014-2015,24.4
IG 139495,2014-2015,23.2
IG 139496,2014-2015,33.2
IG 139558,2014-2015,27
IG 139559,2014-2015,27.5
IG 139567,2014-2015,29.6
IG 139567,2014-2015,33.3
IG 139675,2014-2015,31.2
IG 139684,2014-2015,32.1
IG 139688,2014-2015,34.5
IG 139701,2014-2015,28.4
IG 139701,2014-2015,35
IG 139706,2014-2015,20
IG 139706,2014-2015,22.4
IG 139708,2014-2015,31.1
IG 139712,2014-2015,22.1
IG 139725,2014-2015,27.2
IG 139738,2014-2015,29.2
IG 139748,2014-2015,20.5
IG 139761,2014-2015,25.6
IG 139763,2014-2015,34.2
IG 139770,2014-2015,25.4
IG 139771,2014-2015,29.8
IG 139773,2014-2015,24.4
IG 139775,2014-2015,23.4
IG 139789,2014-2015,23.7
IG 139792,2014-2015,30.8
IG 139793,2014-2015,32.9
IG 139800,2014-2015,28.9
IG 139801,2014-2015,31.8
IG 139805,2014-2015,33.1
IG 139806,2014-2015,35.4
IG 139810,2014-2015,21.2
IG 139811,2014-2015,26.8
IG 139812,2014-2015,29.1
IG 139813,2014-2015,32.3
IG 139824,2014-2015,30.9
IG 139825,2014-2015,30.6
IG 139826,2014-2015,31.3
IG 139827,2014-2015,32.8
IG 139830,2014-2015,34.9
IG 139833,2014-2015,34.6
IG 139835,2014-2015,31.1
IG 139836,2014-2015,28.9
IG 139837,2014-2015,36.6
IG 139838,2014-2015,27.6
IG 139839,2014-2015,30.6
IG 139841,2014-2015,32.1
IG 139842,2014-2015,19
IG 139851,2014-2015,29.4
IG 139852,2014-2015,34.5
IG 139853,2014-2015,25.7
IG 139854,2014-2015,36.2
IG 139856,2014-2015,28.8
IG 139857,2014-2015,19.6
IG 139859,2014-2015,22.9
IG 139862,2014-2015,25.2
IG 139864,2014-2015,32.6
IG 139868,2014-2015,30.8
IG 139870,2014-2015,22.6
IG 139871,2014-2015,19.5
IG 139872,2014-2015,19.3
IG 139873,2014-2015,24.4
IG 139875,2014-2015,26.2
IG 139876,2014-2015,28.6
IG 139877,2014-2015,28.5
IG 139878,2014-2015,26.1
IG 139879,2014-2015,13.5
IG 139880,2014-2015,25.3
IG 139882,2014-2015,31.2
IG 139883,2014-2015,32.7
IG 139885,2014-2015,21.9
IG 139887,2014-2015,20.5
IG 139887,2014-2015,27.8
IG 139887,2014-2015,18.9
IG 139889,2014-2015,26.2
IG 139890,2014-2015,23.5
IG 139891,2014-2015,25.4
IG 139893,2014-2015,24.3
IG 139897,2014-2015,20.5
IG 139913,2014-2015,39.8
IG 139938,2014-2015,24.4
IG 139939,2014-2015,29.2
IG 139940,2014-2015,31
IG 139941,2014-2015,26.4
IG 139942,2014-2015,28
IG 139945,2014-2015,23.7
IG 139947,2014-2015,24.1
IG 139948,2014-2015,24.9
IG 139949,2014-2015,28.1
IG 139950,2014-2015,18.8
IG 139953,2014-2015,26.5
IG 139954,2014-2015,20
IG 140436,2014-2015,35.4
IG 140436,2014-2015,38.1
IG 140872,2014-2015,32.4
IG 140877,2014-2015,28.8
IG 141033,2014-2015,34.9
IG 141052,2014-2015,15.7
IG 141052,2014-2015,20.3
IG 141052,2014-2015,33
IG 141056,2014-2015,27.3
IG 141056,2014-2015,33.8
IG 141056,2014-2015,33.2
IG 141057,2014-2015,17.2
IG 141057,2014-2015,32.4
IG 141116,2014-2015,17.3
IG 141192,2014-2015,23.5
IG 141192,2014-2015,25.4
IG 141217,2014-2015,29.7
IG 141246,2014-2015,24.5
IG 141246,2014-2015,32.1
IG 141346,2014-2015,37
IG 141346,2014-2015,28.4
IG 141349,2014-2015,33.7
IG 141351,2014-2015,26.1
IG 142478,2014-2015,20.5
IG 142478,2014-2015,30.1
IG 142488,2014-2015,15.6
IG 142488,2014-2015,21.8
IG 144282,2014-2015,23.3
IG 144282,2014-2015,24.4
IG 144291,2014-2015,24.2
IG 144471,2014-2015,21.3
IG 144471,2014-2015,22.8
IG 144474,2014-2015,21.3
IG 144474,2014-2015,35.2
IG 144480,2014-2015,17
IG 144480,2014-2015,28.8
IG 144481,2014-2015,22.9
IG 144481,2014-2015,34.9
IG 144487,2014-2015,28.5
IG 144487,2014-2015,28.9
IG 144489,2014-2015,17.1
IG 144489,2014-2015,27
IG 144499,2014-2015,20.1
IG 144499,2014-2015,22.7
IG 144506,2014-2015,19.1
IG 144506,2014-2015,20
IG 144512,2014-2015,23.3
IG 144512,2014-2015,30.2
IG 144514,2014-2015,28.4
IG 144514,2014-2015,29.8
IG 144546,2014-2015,21.3
IG 144546,2014-2015,28
IG 145010,2014-2015,33.5
IG 145021,2014-2015,45
IG 145054,2014-2015,34.4
IG 145061,2014-2015,29.7
IG 145078,2014-2015,35.7
IG 145665,2014-2015,25.3
IG 145665,2014-2015,24.4
IG 146877,2014-2015,44.9
IG 147331,2014-2015,33.1
IG 147332,2014-2015,36.3
IG 40828,2014-2015,30.2
IG 40847,2014-2015,34
IG 41220,2014-2015,23.4
IG 41399,2014-2015,29.9
IG 41468,2014-2015,21.2
IG 41509,2014-2015,20.6
IG 41513,2014-2015,19.6
IG 41589,2014-2015,22.4
IG 41599,2014-2015,24.1
IG 41601,2014-2015,18.3
IG 41652,2014-2015,23.6
IG 41720,2014-2015,27.4
IG 41728,2014-2015,27.2
IG 41731,2014-2015,19.8
IG 41731,2014-2015,21
IG 41736,2014-2015,16.4
IG 41775,2014-2015,16.9
IG 41775,2014-2015,25.5
IG 41781,2014-2015,24.8
IG 41802,2014-2015,21.1
IG 41802,2014-2015,21.7
IG 41879,2014-2015,33.4
IG 41888,2014-2015,21.5
IG 41888,2014-2015,30.6
IG 41890,2014-2015,18.1
IG 41890,2014-2015,19.6
IG 41901,2014-2015,23.3
IG 41901,2014-2015,30.6
IG 41905,2014-2015,23.7
IG 41908,2014-2015,17.5
IG 41908,2014-2015,24.7
IG 41912,2014-2015,20.7
IG 41912,2014-2015,21.2
IG 41916,2014-2015,20.3
IG 41916,2014-2015,26.8
IG 41923,2014-2015,29.3
IG 41929,2014-2015,14.6
IG 41929,2014-2015,23.4
IG 41929,2014-2015,19.6
IG 41929,2014-2015,30.3
IG 41933,2014-2015,38.3
IG 41933,2014-2015,31.1
IG 41939,2014-2015,15.4
IG 41939,2014-2015,26.7
IG 41940,2014-2015,26.2
IG 41940,2014-2015,32.1
IG 41941,2014-2015,23.1
IG 41941,2014-2015,29.1
IG 41942,2014-2015,26.5
IG 41942,2014-2015,27.4
IG 41945,2014-2015,17
IG 41945,2014-2015,27.8
IG 41951,2014-2015,23.1
IG 41951,2014-2015,23.2
IG 41951,2014-2015,26.1
IG 41951,2014-2015,28.2
IG 41959,2014-2015,23
IG 41961,2014-2015,24.4
IG 41971,2014-2015,16
IG 41971,2014-2015,23.5
IG 41973,2014-2015,26
IG 41973,2014-2015,32.5
IG 41989,2014-2015,21.8
IG 41989,2014-2015,31.4
IG 42000,2014-2015,20
IG 42000,2014-2015,25
IG 42010,2014-2015,21.7
IG 42017,2014-2015,19.5
IG 42017,2014-2015,20.9
IG 42024,2014-2015,16.9
IG 42024,2014-2015,27.6
IG 42071,2014-2015,28.3
IG 42096,2014-2015,18
IG 42116,2014-2015,28.1
IG 42116,2014-2015,40.3
IG 42127,2014-2015,30.7
IG 42131,2014-2015,17
IG 42131,2014-2015,22.4
IG 42133,2014-2015,16.9
IG 42133,2014-2015,25
IG 42187,2014-2015,26.9
IG 42192,2014-2015,22.6
IG 42192,2014-2015,23.3
IG 42198,2014-2015,22.7
IG 42198,2014-2015,31.6
IG 42198,2014-2015,25
IG 42226,2014-2015,18.3
IG 42242,2014-2015,23.2
IG 42252,2014-2015,23.4
IG 42337,2014-2015,20.8
IG 42352,2014-2015,20.4
IG 42352,2014-2015,22.2
IG 42359,2014-2015,19
IG 42377,2014-2015,31.3
IG 42377,2014-2015,41.6
IG 42383,2014-2015,23.1
IG 42383,2014-2015,40.6
IG 42396,2014-2015,20
IG 42398,2014-2015,28
IG 42398,2014-2015,29.8
IG 42398,2014-2015,19
IG 42399,2014-2015,25.6
IG 42399,2014-2015,27.7
IG 42399,2014-2015,30.6
IG 42434,2014-2015,24.5
IG 42461,2014-2015,23.1
IG 42461,2014-2015,45.5
IG 42467,2014-2015,25.9
IG 42467,2014-2015,34.6
IG 42488,2014-2015,21.5
IG 42509,2014-2015,30
IG 42524,2014-2015,27.4
IG 42548,2014-2015,30.3
IG 42556,2014-2015,24.8
IG 42567,2014-2015,23.9
IG 42584,2014-2015,20.5
IG 42584,2014-2015,20.7
IG 42586,2014-2015,17.3
IG 42587,2014-2015,17.5
IG 42587,2014-2015,19
IG 42701,2014-2015,20.1
IG 42701,2014-2015,25.4
IG 42702,2014-2015,18.4
IG 42702,2014-2015,18.5
IG 42703,2014-2015,16.1
IG 42707,2014-2015,34.8
IG 42709,2014-2015,30.7
IG 42714,2014-2015,27.8
IG 42716,2014-2015,25.6
IG 42717,2014-2015,17.9
IG 42718,2014-2015,23.9
IG 42719,2014-2015,29.8
IG 42722,2014-2015,29.8
IG 42722,2014-2015,28.4
IG 42723,2014-2015,20.1
IG 42724,2014-2015,27.2
IG 42725,2014-2015,25.1
IG 42726,2014-2015,29.3
IG 42727,2014-2015,28.2
IG 42728,2014-2015,21.5
IG 42731,2014-2015,16.3
IG 42733,2014-2015,26
IG 42734,2014-2015,24.8
IG 42735,2014-2015,23.3
IG 42737,2014-2015,24.3
IG 42741,2014-2015,31.5
IG 42742,2014-2015,32.9
IG 42743,2014-2015,25.3
IG 42744,2014-2015,30.5
IG 42745,2014-2015,28
IG 42746,2014-2015,25.7
IG 42747,2014-2015,30.9
IG 42748,2014-2015,23.1
IG 42749,2014-2015,25.2
IG 42753,2014-2015,26
IG 42754,2014-2015,29.8
IG 42761,2014-2015,26.3
IG 42763,2014-2015,24
IG 42767,2014-2015,33.6
IG 42767,2014-2015,33.7
IG 42768,2014-2015,21.2
IG 42768,2014-2015,24
IG 42768,2014-2015,29.6
IG 42769,2014-2015,32.7
IG 42769,2014-2015,28.8
IG 42775,2014-2015,28.4
IG 42776,2014-2015,27.2
IG 42777,2014-2015,22.2
IG 42778,2014-2015,30.4
IG 42793,2014-2015,30.8
IG 42798,2014-2015,24.4
IG 42801,2014-2015,35.8
IG 42813,2014-2015,26.7
IG 42813,2014-2015,24.7
IG 42814,2014-2015,30
IG 42814,2014-2015,29.4
IG 42815,2014-2015,30
IG 42815,2014-2015,23
IG 42818,2014-2015,29.8
IG 42819,2014-2015,27.7
IG 42819,2014-2015,29.3
IG 42820,2014-2015,27
IG 42825,2014-2015,20.4
IG 42826,2014-2015,27.8
IG 42831,2014-2015,21.6
IG 42836,2014-2015,27.4
IG 42838,2014-2015,27.6
IG 42839,2014-2015,28
IG 42841,2014-2015,23.6
IG 42843,2014-2015,29.7
IG 42844,2014-2015,28
IG 42844,2014-2015,23.5
IG 42845,2014-2015,31.1
IG 42845,2014-2015,27.1
IG 42846,2014-2015,30.9
IG 42847,2014-2015,28.4
IG 42851,2014-2015,30.8
IG 42853,2014-2015,25.1
IG 42860,2014-2015,23
IG 42882,2014-2015,28.2
IG 42883,2014-2015,27.2
IG 42889,2014-2015,27
IG 42894,2014-2015,19.3
IG 42896,2014-2015,19.1
IG 42902,2014-2015,21.2
IG 42911,2014-2015,23.5
IG 42916,2014-2015,30
IG 42918,2014-2015,20.7
IG 42928,2014-2015,18.3
IG 42929,2014-2015,19.6
IG 42933,2014-2015,20.5
IG 42935,2014-2015,20
IG 42939,2014-2015,21.4
IG 42948,2014-2015,22.2
IG 42950,2014-2015,19
IG 42951,2014-2015,20
IG 42952,2014-2015,15.5
IG 42954,2014-2015,15.5
IG 42955,2014-2015,20.7
IG 42957,2014-2015,17.1
IG 42958,2014-2015,17
IG 42960,2014-2015,19
IG 42961,2014-2015,19.5
IG 42977,2014-2015,27.5
IG 42980,2014-2015,32.4
IG 42988,2014-2015,35
IG 42993,2014-2015,29.8
IG 42993,2014-2015,30.9
IG 42994,2014-2015,23
IG 42999,2014-2015,28
IG 43001,2014-2015,27.5
IG 43003,2014-2015,21.1
IG 43004,2014-2015,26.5
IG 43007,2014-2015,28.4
IG 43008,2014-2015,20.4
IG 43012,2014-2015,16.4
IG 43014,2014-2015,29.4
IG 43016,2014-2015,19
IG 43018,2014-2015,30.8
IG 43019,2014-2015,28.5
IG 43020,2014-2015,17.3
IG 43020,2014-2015,24.8
IG 43024,2014-2015,21.5
IG 43025,2014-2015,22
IG 43027,2014-2015,22.7
IG 43030,2014-2015,20
IG 43030,2014-2015,23.2
IG 43042,2014-2015,30.4
IG 43042,2014-2015,20.1
IG 43043,2014-2015,23.1
IG 43048,2014-2015,29
IG 43049,2014-2015,31.4
IG 43060,2014-2015,23
IG 43061,2014-2015,23.3
IG 43063,2014-2015,26.3
IG 43066,2014-2015,29
IG 43070,2014-2015,29.1
IG 43071,2014-2015,27.7
IG 43072,2014-2015,19.1
IG 43073,2014-2015,23.8
IG 43075,2014-2015,30.4
IG 43076,2014-2015,34.8
IG 43078,2014-2015,25.1
IG 43079,2014-2015,25.4
IG 43079,2014-2015,25.5
IG 43080,2014-2015,26.7
IG 43081,2014-2015,27.9
IG 43082,2014-2015,24.3
IG 43083,2014-2015,31.2
IG 43084,2014-2015,22.6
IG 43085,2014-2015,25.8
IG 43088,2014-2015,24.4
IG 43089,2014-2015,20.2
IG 43090,2014-2015,33.5
IG 43091,2014-2015,33
IG 43093,2014-2015,25.3
IG 43095,2014-2015,26
IG 43095,2014-2015,33.7
IG 43096,2014-2015,20.3
IG 43096,2014-2015,49.5
IG 43106,2014-2015,35.8
IG 43106,2014-2015,26.2
IG 43109,2014-2015,27.7
IG 43109,2014-2015,25
IG 43110,2014-2015,35.1
IG 43111,2014-2015,28.8
IG 43115,2014-2015,26.6
IG 43121,2014-2015,34.2
IG 43128,2014-2015,30.6
IG 43129,2014-2015,27.8
IG 43134,2014-2015,25.3
IG 43134,2014-2015,34
IG 43137,2014-2015,20
IG 43139,2014-2015,20.6
IG 43141,2014-2015,21.9
IG 43144,2014-2015,25.5
IG 43145,2014-2015,19.5
IG 43148,2014-2015,20.9
IG 43149,2014-2015,19.8
IG 43162,2014-2015,17.5
IG 43164,2014-2015,18.9
IG 43169,2014-2015,30.5
IG 43169,2014-2015,34
IG 43170,2014-2015,15.6
IG 43170,2014-2015,29.8
IG 43172,2014-2015,17.1
IG 43172,2014-2015,32.9
IG 43174,2014-2015,25.8
IG 43175,2014-2015,28.2
IG 43176,2014-2015,40.7
IG 43176,2014-2015,20.9
IG 43177,2014-2015,27.6
IG 43232,2014-2015,23.7
IG 43232,2014-2015,26.9
IG 43236,2014-2015,31.7
IG 43236,2014-2015,42.4
IG 43274,2014-2015,13.1
IG 43274,2014-2015,21.2
IG 43275,2014-2015,14.7
IG 43277,2014-2015,27.3
IG 43278,2014-2015,22
IG 43279,2014-2015,16.4
IG 43279,2014-2015,25.3
IG 43282,2014-2015,14.6
IG 43282,2014-2015,19.4
IG 43283,2014-2015,16.1
IG 43283,2014-2015,35.2
IG 43284,2014-2015,15.4
IG 43284,2014-2015,22
IG 43285,2014-2015,17.3
IG 43287,2014-2015,14.1
IG 43287,2014-2015,18.4
IG 43288,2014-2015,20.4
IG 43288,2014-2015,23.6
IG 43293,2014-2015,28.6
IG 43295,2014-2015,17.1
IG 43295,2014-2015,23.7
IG 43300,2014-2015,24.3
IG 43301,2014-2015,26.7
IG 43302,2014-2015,19.2
IG 43302,2014-2015,21.8
IG 43303,2014-2015,19.4
IG 43306,2014-2015,17.6
IG 43307,2014-2015,15.9
IG 43310,2014-2015,22.2
IG 43311,2014-2015,16
IG 43311,2014-2015,19
IG 43322,2014-2015,33.1
IG 43327,2014-2015,12.5
IG 43328,2014-2015,12.3
IG 43328,2014-2015,20.6
IG 43330,2014-2015,36.6
IG 43330,2014-2015,35.8
IG 43334,2014-2015,25.9
IG 43334,2014-2015,30
IG 43343,2014-2015,25
IG 43344,2014-2015,26.8
IG 43345,2014-2015,22.3
IG 43348,2014-2015,18.7
IG 43348,2014-2015,23.8
IG 43365,2014-2015,16.3
IG 43365,2014-2015,30.2
IG 43379,2014-2015,27
IG 43379,2014-2015,40.6
IG 43383,2014-2015,21.9
IG 43383,2014-2015,35.4
IG 43600,2014-2015,23.9
IG 43600,2014-2015,25
IG 43602,2014-2015,18.6
IG 43602,2014-2015,22.8
IG 43602,2014-2015,39.8
IG 43902,2014-2015,22.1
IG 43902,2014-2015,29.2
IG 43906,2014-2015,13.3
IG 43906,2014-2015,21.3
IG 43907,2014-2015,20.7
IG 43907,2014-2015,20.9
IG 44196,2014-2015,33.6
IG 44198,2014-2015,18.4
IG 44198,2014-2015,20
IG 44199,2014-2015,21.4
IG 44199,2014-2015,22.2
IG 44200,2014-2015,18.9
IG 44203,2014-2015,18.6
IG 44203,2014-2015,20.6
IG 44210,2014-2015,28
IG 44210,2014-2015,37.1
IG 44211,2014-2015,24.8
IG 44211,2014-2015,25.9
IG 44212,2014-2015,22.7
IG 44212,2014-2015,29.3
IG 44272,2014-2015,28.2
IG 44272,2014-2015,30.1
IG 44282,2014-2015,27.5
IG 44282,2014-2015,36.2
IG 44284,2014-2015,17.4
IG 44284,2014-2015,26.5
IG 44290,2014-2015,27
IG 44290,2014-2015,27.2
IG 44298,2014-2015,32.7
IG 44298,2014-2015,33.8
IG 44526,2014-2015,21.4
IG 44526,2014-2015,28.6
IG 44529,2014-2015,26.3
IG 44546,2014-2015,21.2
IG 44546,2014-2015,21.4
IG 44549,2014-2015,21.3
IG 44549,2014-2015,25.7
IG 44550,2014-2015,24.5
IG 44550,2014-2015,25.4
IG 44703,2014-2015,23.6
IG 44703,2014-2015,37.4
IG 44712,2014-2015,15.2
IG 44712,2014-2015,25.6
IG 44712,2014-2015,26.2
IG 44716,2014-2015,23.1
IG 44716,2014-2015,38.6
IG 45033,2014-2015,29.3
IG 45065,2014-2015,20.1
IG 45065,2014-2015,20.5
IG 45090,2014-2015,31
IG 45257,2014-2015,21.8
IG 45268,2014-2015,25.3
IG 45320,2014-2015,30
IG 76674,2014-2015,20.1
IG 76674,2014-2015,36
IG 76694,2014-2015,28
IG 76694,2014-2015,32.1
IG 76903,2014-2015,26
IG 76903,2014-2015,35.2
